學校,招生系科,招生群類別,一般考生招生名額,國文,英文,數學,專業一,專業二
國立澎湖科技大學,航運管理系,15外語群英語類,9,--,4,--,3,3
國立澎湖科技大學,資訊管理系,04電子群,7,5,--,--,--,3
國立澎湖科技大學,資訊管理系,09商業與管理群,27,--,--,5,3,--
國立澎湖科技大學,應用外語系,09商業與管理群,8,5,4,--,3,3
國立澎湖科技大學,應用外語系,15外語群英語類,4,5,4,--,3,3
國立澎湖科技大學,應用外語系,17餐旅群,11,5,4,--,3,3
國立澎湖科技大學,觀光休閒系,09商業與管理群,20,4,--,--,3,3
國立澎湖科技大學,觀光休閒系,14農業群,4,4,--,--,3,3
國立澎湖科技大學,觀光休閒系,17餐旅群,29,4,--,--,3,3
國立澎湖科技大學,餐旅管理系,17餐旅群,22,6,--,--,--,3
國立澎湖科技大學,餐旅管理系,09商業與管理群,2,--,--,5,3,--
國立澎湖科技大學,餐旅管理系,11食品群,2,10,--,--,3,--
國立澎湖科技大學,海洋遊憩系,09商業與管理群,9,10,--,--,3,--
國立澎湖科技大學,海洋遊憩系,17餐旅群,15,10,--,--,3,--
國立澎湖科技大學,海洋遊憩系,04電子群,3,10,--,--,--,3
國立勤益科技大學,機械工程系,01機械群,88,--,--,6,5,3
國立勤益科技大學,電機工程系,03電機群,72,--,--,6,3,--
國立勤益科技大學,電機工程系,04電子群,24,--,--,6,3,--
國立勤益科技大學,電子工程系積體電路與系統應用組,03電機群,17,--,--,5,3,--
國立勤益科技大學,電子工程系積體電路與系統應用組,04電子群,15,--,--,5,3,--
國立勤益科技大學,電子工程系網路多媒體暨遊戲機組,03電機群,9,4,--,--,3,--
國立勤益科技大學,電子工程系網路多媒體暨遊戲機組,04電子群,18,4,--,--,--,3
國立勤益科技大學,電子工程系智慧機器人組,03電機群,15,--,--,5,3,--
國立勤益科技大學,電子工程系智慧機器人組,04電子群,13,--,--,5,--,3
國立勤益科技大學,資訊工程系,03電機群,5,6,--,--,3,--
國立勤益科技大學,資訊工程系,04電子群,48,6,--,--,--,3
國立勤益科技大學,資訊工程系,21資管類,10,6,--,--,3,--
國立勤益科技大學,化工與材料工程系化工與材料組,05化工群,61,--,--,6,3,--
國立勤益科技大學,化工與材料工程系半導體製程組,03電機群,22,--,--,6,3,--
國立勤益科技大學,化工與材料工程系半導體製程組,05化工群,12,--,--,6,3,--
國立勤益科技大學,冷凍空調與能源系能源應用組,01機械群,5,--,--,8,--,3
國立勤益科技大學,冷凍空調與能源系能源應用組,03電機群,25,--,--,8,3,--
國立勤益科技大學,冷凍空調與能源系環境控制組,01機械群,5,--,--,8,--,3
國立勤益科技大學,冷凍空調與能源系環境控制組,03電機群,25,--,--,8,3,--
國立勤益科技大學,工業工程與管理系,01機械群,41,5,--,5,3,3
國立勤益科技大學,工業工程與管理系,04電子群,21,5,--,5,3,3
國立勤益科技大學,工業工程與管理系,09商業與管理群,41,5,--,5,3,3
國立勤益科技大學,景觀系,06土木與建築群,5,--,--,--,3,6
國立勤益科技大學,景觀系,07設計群,13,--,--,--,3,6
國立勤益科技大學,景觀系,14農業群,13,--,--,--,3,6
國立勤益科技大學,企業管理系,09商業與管理群,55,--,--,--,3,6
國立勤益科技大學,企業管理系,15外語群英語類,6,--,--,--,3,6
國立勤益科技大學,資訊管理系,04電子群,13,6,--,--,5,3
國立勤益科技大學,資訊管理系,09商業與管理群,13,6,--,--,3,5
國立勤益科技大學,資訊管理系,21資管類,26,6,--,--,3,5
國立勤益科技大學,行銷與流通管理系,09商業與管理群,35,5.5,4,4,3,--
國立勤益科技大學,行銷與流通管理系,21資管類,23,4,4,4,3,--
國立勤益科技大學,健康產業科技研發與管理系,09商業與管理群,10,6,--,--,3,--
國立勤益科技大學,健康產業科技研發與管理系,04電子群,10,6,--,--,3,--
國立勤益科技大學,健康產業科技研發與管理系,10衛生與護理類,1,6,--,--,3,3
國立勤益科技大學,應用英語系,09商業與管理群,8,6,6,--,3,--
國立勤益科技大學,應用英語系,15外語群英語類,23,6,6,--,--,3
國立勤益科技大學,文化創意事業系,07設計群,11,5,6,--,3,3
國立勤益科技大學,文化創意事業系,09商業與管理群,11,5,6,--,3,--
國立勤益科技大學,文化創意事業系,15外語群英語類,9,5,6,--,3,--
國立勤益科技大學,智慧自動化工程系,01機械群,13,7,--,--,3,3
國立勤益科技大學,智慧自動化工程系,02動力機械群,2,7,--,--,3,3
國立勤益科技大學,智慧自動化工程系,03電機群,14,7,--,--,3,3
國立勤益科技大學,人工智慧應用工程系,03電機群,5,5,--,--,3,--
國立勤益科技大學,人工智慧應用工程系,04電子群,18,5,--,--,--,3
國立勤益科技大學,人工智慧應用工程系,21資管類,7,5,--,--,3,--
國立勤益科技大學,資訊管理系（資安人才）,04電子群,1,50,--,--,49,49
國立勤益科技大學,資訊管理系（資安人才）,21資管類,1,50,--,--,49,49
國立勤益科技大學,人工智慧應用工程系（資安人才）,04電子群,1,50,--,--,--,49
國立臺北護理健康大學,護理系,10衛生與護理類,50,6,5,4,3,--
國立臺北護理健康大學,高齡健康照護系,09商業與管理群,9,4,4,--,3,--
國立臺北護理健康大學,高齡健康照護系,10衛生與護理類,3,4,4,--,--,3
國立臺北護理健康大學,高齡健康照護系,12家政群幼保類,3,4,4,--,3,--
國立臺北護理健康大學,健康事業管理系,09商業與管理群,33,--,8,4,--,3
國立臺北護理健康大學,資訊管理系,04電子群,15,--,--,8,6,3
國立臺北護理健康大學,資訊管理系,10衛生與護理類,5,--,--,8,6,3
國立臺北護理健康大學,資訊管理系,21資管類,15,--,--,8,6,3
國立臺北護理健康大學,休閒產業與健康促進系,09商業與管理群,3,--,8,--,3,--
國立臺北護理健康大學,休閒產業與健康促進系,15外語群英語類,3,--,8,--,--,3
國立臺北護理健康大學,休閒產業與健康促進系,17餐旅群,4,--,8,--,3,--
國立臺北護理健康大學,語言治療與聽力學系,04電子群,4,8,6,--,3,--
國立臺北護理健康大學,語言治療與聽力學系,10衛生與護理類,7,8,6,--,3,--
國立臺北護理健康大學,語言治療與聽力學系,15外語群英語類,17,8,6,--,--,3
國立臺北護理健康大學,嬰幼兒保育系,12家政群幼保類,20,8,--,--,--,3
國立臺北護理健康大學,嬰幼兒保育系,13家政群生活應用類,7,8,--,--,3,--
國立臺北護理健康大學,運動保健系,01機械群,8,8,8,--,3,3
國立臺北護理健康大學,運動保健系,10衛生與護理類,5,8,8,--,3,3
國立臺北護理健康大學,運動保健系,15外語群英語類,8,8,8,--,3,3
國立臺北護理健康大學,生死與健康心理諮商系,09商業與管理群,11,8,5,--,--,3
國立臺北護理健康大學,生死與健康心理諮商系,10衛生與護理類,2,8,5,--,3,--
國立臺北護理健康大學,生死與健康心理諮商系,15外語群英語類,11,5,8,--,--,3
國立臺北護理健康大學,資訊管理系（資安人才）,04電子群,1,--,--,8,6,3
國立高雄餐旅大學,旅館管理系,17餐旅群,67,--,4,--,3,--
國立高雄餐旅大學,餐飲管理系,17餐旅群,53,4,5,4,3,3
國立高雄餐旅大學,餐旅暨會展行銷管理系,09商業與管理群,3,5,4,4,3,--
國立高雄餐旅大學,餐旅暨會展行銷管理系,15外語群英語類,1,5,4,--,3,--
國立高雄餐旅大學,餐旅暨會展行銷管理系,17餐旅群,21,5,4,--,3,--
國立高雄餐旅大學,旅運管理系,17餐旅群,24,--,4,--,3,--
國立高雄餐旅大學,航空暨運輸服務管理系,09商業與管理群,6,4,4,4,3,3
國立高雄餐旅大學,航空暨運輸服務管理系,15外語群英語類,6,4,4,4,3,3
國立高雄餐旅大學,航空暨運輸服務管理系,17餐旅群,12,4,4,4,3,3
國立高雄餐旅大學,休閒暨遊憩管理系,09商業與管理群,3,--,4,--,3,--
國立高雄餐旅大學,休閒暨遊憩管理系,15外語群英語類,5,--,4,--,3,--
國立高雄餐旅大學,休閒暨遊憩管理系,17餐旅群,41,--,4,--,3,--
國立高雄餐旅大學,中餐廚藝系,17餐旅群,25,5,4,--,3,3
國立高雄餐旅大學,西餐廚藝系,17餐旅群,23,--,3,--,2,2
國立高雄餐旅大學,烘焙管理系,11食品群,1,--,4,--,3,--
國立高雄餐旅大學,烘焙管理系,17餐旅群,23,--,4,--,3,--
國立高雄餐旅大學,應用英語系,15外語群英語類,27,--,5,--,--,3
國立高雄餐旅大學,應用日語系,16外語群日語類,30,--,--,--,3,4
國立高雄餐旅大學,應用日語系,17餐旅群,0,--,--,--,--,--
國立高雄餐旅大學,國際觀光學士學位學程,17餐旅群,11,--,4,--,3,--
國立高雄餐旅大學,國際廚藝學士學位學程,17餐旅群,8,--,4,--,--,3
國立臺中科技大學,國際貿易與經營系,09商業與管理群,53,--,4,5,3,3
國立臺中科技大學,國際貿易與經營系,15外語群英語類,2,--,4,5,3,3
國立臺中科技大學,財政稅務系,09商業與管理群,51,--,4,4,--,3
國立臺中科技大學,財政稅務系,15外語群英語類,2,--,4,4,3,--
國立臺中科技大學,財政稅務系,16外語群日語類,2,--,4,4,3,--
國立臺中科技大學,財務金融系,09商業與管理群,45,--,--,5,4,3
國立臺中科技大學,財務金融系,15外語群英語類,5,--,--,5,4,3
國立臺中科技大學,財務金融系,21資管類,5,--,--,5,4,3
國立臺中科技大學,會計資訊系,09商業與管理群,54,--,--,--,5,3
國立臺中科技大學,多媒體設計系,04電子群,7,--,--,--,3,6
國立臺中科技大學,多媒體設計系,21資管類,5,--,--,--,6,3
國立臺中科技大學,多媒體設計系,07設計群,12,--,--,--,3,6
國立臺中科技大學,室內設計系,07設計群,23,--,--,--,3,6
國立臺中科技大學,室內設計系,06土木與建築群,4,--,--,--,3,6
國立臺中科技大學,商業設計系,07設計群,18,4,--,--,3,3
國立臺中科技大學,商業設計系,20影視群,1,4,--,--,3,3
國立臺中科技大學,資訊管理系,21資管類,26,--,--,6,3,--
國立臺中科技大學,資訊管理系,08工程與管理類,1,--,--,--,--,3
國立臺中科技大學,資訊管理系（資安人才）,21資管類,2,--,--,6,3,--
國立臺中科技大學,資訊工程系,21資管類,21,--,--,5,3,--
國立臺中科技大學,資訊工程系,04電子群,32,--,--,5,3,3
國立臺中科技大學,資訊工程系,09商業與管理群,3,--,--,5,3,--
國立臺中科技大學,流通管理系,09商業與管理群,16,--,--,6,3,--
國立臺中科技大學,流通管理系,21資管類,3,--,--,6,3,--
國立臺中科技大學,應用統計系,21資管類,14,--,--,4,3,3
國立臺中科技大學,應用統計系,09商業與管理群,13,--,--,4,3,3
國立臺中科技大學,休閒事業經營系,09商業與管理群,13,--,4,--,3,3
國立臺中科技大學,休閒事業經營系,17餐旅群,7,--,4,--,3,3
國立臺中科技大學,保險金融管理系,09商業與管理群,52,--,--,5,4,3
國立臺中科技大學,保險金融管理系,15外語群英語類,3,--,5,--,4,3
國立臺中科技大學,企業管理系,09商業與管理群,26,--,--,--,3,6
國立臺中科技大學,企業管理系,15外語群英語類,1,--,--,--,3,6
國立臺中科技大學,應用英語系,15外語群英語類,8,7,7,--,3,3
國立臺中科技大學,應用英語系,09商業與管理群,10,7,7,--,3,3
國立臺中科技大學,應用英語系,17餐旅群,8,8,8,--,3,--
國立臺中科技大學,應用日語系,16外語群日語類,24,--,4,--,3,--
國立臺中科技大學,應用日語系,09商業與管理群,3,--,4,--,3,4
國立臺中科技大學,應用中文系,09商業與管理群,12,5,--,--,3,--
國立臺中科技大學,應用中文系,15外語群英語類,9,5,--,--,3,--
國立臺中科技大學,應用中文系,07設計群,6,5,--,--,3,--
國立臺中科技大學,護理系,10衛生與護理類,55,--,4,--,3,3
國立臺中科技大學,護理系,12家政群幼保類,31,--,4,--,3,3
國立臺中科技大學,美容系,13家政群生活應用類,18,--,--,--,--,3
國立臺中科技大學,老人服務事業管理系,09商業與管理群,14,6,4,--,--,3
國立臺中科技大學,老人服務事業管理系,10衛生與護理類,2,6,4,--,--,3
國立臺中科技大學,老人服務事業管理系,12家政群幼保類,8,6,4,--,3,--
國立臺中科技大學,人工智慧應用工程學士學位學程,03電機群,5,--,--,6,4,3
國立臺中科技大學,人工智慧應用工程學士學位學程,04電子群,11,--,--,6,4,3
國立臺中科技大學,人工智慧應用工程學士學位學程,21資管類,11,--,--,6,3,--
國立臺中科技大學,智慧生產工程系,02動力機械群,5,6,--,5,4,3
國立臺中科技大學,智慧生產工程系,04電子群,36,6,--,5,4,3
國立臺中科技大學,智慧生產工程系,09商業與管理群,1,6,--,5,4,3
國立臺北商業大學,會計資訊系（臺北校區）,09商業與管理群,17,--,5,5,3,3
國立臺北商業大學,財務金融系（臺北校區）,09商業與管理群,9,--,6,6,3,3
國立臺北商業大學,財政稅務系（臺北校區）,09商業與管理群,21,--,10,--,5,3
國立臺北商業大學,國際商務系（臺北校區）,09商業與管理群,25,--,6,5,4,3
國立臺北商業大學,國際商務系（臺北校區）,15外語群英語類,2,--,6,5,4,3
國立臺北商業大學,應用外語系（臺北校區）,15外語群英語類,10,--,4,--,3,3
國立臺北商業大學,企業管理系（臺北校區）,09商業與管理群,17,--,--,--,5,3
國立臺北商業大學,資訊管理系（臺北校區）,21資管類,8,--,7,7,3,4
國立臺北商業大學,資訊管理系（臺北校區）,04電子群,4,--,7,7,--,3
國立臺北商業大學,資訊管理系（臺北校區）（資安人才）,21資管類,1,--,50,50,20,--
國立臺北商業大學,創意科技與產品設計系（桃園校區）,04電子群,11,--,--,--,6,3
國立臺北商業大學,創意科技與產品設計系（桃園校區）,07設計群,15,--,--,--,6,3
國立臺北商業大學,創意科技與產品設計系（桃園校區）,01機械群,4,--,--,--,6,3
國立臺北商業大學,商業設計管理系（桃園校區）,07設計群,9,9,12,--,6,3
國立臺北商業大學,商業設計管理系（桃園校區）,09商業與管理群,8,9,12,--,6,3
國立臺北商業大學,數位多媒體設計系（桃園校區）,07設計群,14,6,--,--,5,3
國立臺北商業大學,數位多媒體設計系（桃園校區）,09商業與管理群,5,--,--,6,3,5
國立臺北商業大學,數位多媒體設計系（桃園校區）,04電子群,4,--,--,6,5,3
朝陽科技大學,財務金融系,09商業與管理群,114,6,--,--,3,3
朝陽科技大學,企業管理系,09商業與管理群,105,6,--,--,3,--
朝陽科技大學,保險金融管理系,09商業與管理群,100,8,--,--,3,--
朝陽科技大學,會計系,09商業與管理群,61,8,--,--,--,3
朝陽科技大學,會計系,15外語群英語類,4,--,8,--,3,--
朝陽科技大學,休閒事業管理系,09商業與管理群,22,6,--,--,3,--
朝陽科技大學,休閒事業管理系,15外語群英語類,16,6,--,--,3,--
朝陽科技大學,休閒事業管理系,17餐旅群,18,6,--,--,3,--
朝陽科技大學,行銷與流通管理系,09商業與管理群,66,6,4,--,3,--
朝陽科技大學,行銷與流通管理系,15外語群英語類,2,18,--,--,3,--
朝陽科技大學,行銷與流通管理系,17餐旅群,6,10,--,--,3,--
朝陽科技大學,銀髮產業管理系,09商業與管理群,22,6,--,--,3,--
朝陽科技大學,銀髮產業管理系,12家政群幼保類,11,6,--,--,5,3
朝陽科技大學,營建工程系,01機械群,13,5,--,6,3,3
朝陽科技大學,營建工程系,06土木與建築群,46,5,--,6,3,3
朝陽科技大學,工業工程與管理系,01機械群,38,6,--,--,5,3
朝陽科技大學,工業工程與管理系,08工程與管理類,2,6,--,--,5,3
朝陽科技大學,工業工程與管理系,09商業與管理群,33,6,--,--,5,3
朝陽科技大學,應用化學系,01機械群,3,6,--,--,--,3
朝陽科技大學,應用化學系,05化工群,23,6,--,--,--,3
朝陽科技大學,應用化學系,14農業群,3,6,--,--,--,3
朝陽科技大學,環境工程與管理系,01機械群,24,4,--,--,4,3
